miRNA,abs_coef
hsa-mir-4741,0.0
hsa-mir-4764,0.0
hsa-mir-641,0.0
hsa-mir-6743,0.0
hsa-mir-5047,0.0
hsa-mir-517c,0.0
hsa-mir-6747,0.0
hsa-mir-1538,0.0
hsa-mir-5188,0.0
hsa-mir-4640,0.0
hsa-mir-4501,0.0
hsa-mir-6801,0.0
hsa-mir-6862-2,0.0
hsa-mir-7844,0.0
hsa-mir-6081,0.0
hsa-mir-3662,0.0
hsa-mir-1283-1,0.0
hsa-mir-6770-2,0.0
hsa-mir-7158,0.0
hsa-mir-4662b,0.0
hsa-mir-4527,0.0
hsa-mir-4524a,0.0
hsa-mir-553,0.0
hsa-mir-1252,0.0
hsa-mir-2909,0.0
hsa-mir-548a-3,0.0
hsa-mir-7703,0.0
hsa-mir-1178,0.0
hsa-mir-6782,0.0
hsa-mir-7977,0.0
hsa-mir-2117,0.0
hsa-mir-630,0.0
hsa-mir-3944,0.0
hsa-mir-578,0.0
hsa-mir-3182,0.0
hsa-mir-4304,0.0
hsa-mir-6812,0.0
hsa-mir-4729,0.0
hsa-mir-4644,0.0
hsa-mir-4799,0.0
hsa-mir-548ag-2,0.0
hsa-mir-548at,0.0
hsa-mir-4712,0.0
hsa-mir-6770-3,0.0
hsa-mir-6505,0.0
hsa-mir-4633,0.0
hsa-mir-6738,0.0
hsa-mir-6729,0.0
hsa-mir-609,0.0
hsa-mir-3611,0.0
hsa-mir-6758,0.0
hsa-mir-1972-2,0.0
hsa-mir-499b,0.0
hsa-mir-513a-2,0.0
hsa-mir-4507,0.0
hsa-mir-1256,0.0
hsa-mir-548ax,0.0
hsa-mir-1299,0.0
hsa-mir-4439,0.0
hsa-mir-1246,0.0
hsa-mir-145,0.0
hsa-mir-148a,0.0
hsa-mir-4518,0.0
hsa-mir-3937,0.0
hsa-mir-6784,0.0
hsa-mir-6823,0.0
hsa-mir-4458,0.0
hsa-mir-548aq,0.0
hsa-mir-548a-1,0.0
hsa-mir-3180-5,0.0
hsa-mir-6073,0.0
hsa-mir-4428,0.0
hsa-mir-663b,0.0
hsa-mir-6076,0.0
hsa-mir-3141,0.0
hsa-mir-3135a,0.0
hsa-mir-1972-1,0.0
hsa-mir-6744,0.0
hsa-mir-1825,0.0
hsa-mir-3689f,0.0
hsa-mir-3689e,0.0
hsa-mir-3663,0.0
hsa-mir-139,0.0
hsa-mir-1913,0.0
hsa-mir-4760,0.0
hsa-mir-4747,0.0
hsa-mir-892a,0.0
hsa-mir-617,0.0
hsa-mir-5195,0.0
hsa-mir-7978,0.0
hsa-mir-6828,0.0
hsa-mir-3675,0.0
hsa-mir-526a-2,0.0
hsa-mir-4438,0.0
hsa-mir-3184,0.0
hsa-mir-4520-1,0.0
hsa-mir-6795,0.0
hsa-mir-6794,0.0
hsa-mir-4739,0.0
hsa-mir-4673,0.0
hsa-mir-6504,0.0
hsa-mir-4646,0.0
hsa-mir-548ap,0.0
hsa-mir-4479,0.0
hsa-mir-1227,0.0
hsa-mir-552,0.0
hsa-mir-5006,0.0
hsa-mir-4679-2,0.0
hsa-mir-4487,0.0
hsa-mir-6836,0.0
hsa-mir-548f-1,0.0
hsa-mir-612,0.0
hsa-mir-4683,0.0
hsa-mir-548d-1,0.0
hsa-mir-6826,0.0
hsa-mir-4710,0.0
hsa-mir-4421,0.0
hsa-mir-520g,0.0
hsa-mir-513c,0.0
hsa-mir-526a-1,0.0
hsa-mir-4700,0.0
hsa-mir-6799,0.0
hsa-mir-4782,0.0
hsa-mir-1322,0.0
hsa-mir-4776-1,0.0
hsa-mir-4453,0.0
hsa-mir-5194,0.0
hsa-mir-6759,0.0
hsa-mir-892c,0.0
hsa-mir-6886,0.0
hsa-mir-555,0.0
hsa-mir-597,0.0
hsa-mir-5002,0.0
hsa-mir-4695,0.0
hsa-mir-3181,0.0
hsa-mir-3155b,0.0
hsa-mir-5707,0.0
hsa-mir-4706,0.0
hsa-mir-1293,0.0
hsa-mir-1197,0.0
hsa-mir-3658,0.0
hsa-mir-4505,0.0
hsa-mir-4465,0.0
hsa-mir-4476,0.0
hsa-mir-4435-1,0.0
hsa-mir-3945,0.0
hsa-mir-4723,0.0
hsa-mir-3150a,0.0
hsa-mir-3158-2,0.0
hsa-mir-621,0.0
hsa-mir-6789,0.0
hsa-mir-5100,0.0
hsa-mir-3124,0.0
hsa-mir-513b,0.0
hsa-mir-3935,0.0
hsa-mir-3620,0.0
hsa-mir-4657,0.0
hsa-mir-378f,0.0
hsa-mir-888,0.0
hsa-mir-4794,0.0
hsa-mir-933,0.0
hsa-mir-7843,0.0
hsa-mir-6872,0.0
hsa-mir-4528,0.0
hsa-mir-4740,0.0
hsa-mir-935,0.0
hsa-mir-4686,0.0
hsa-mir-10a,0.0
hsa-mir-96,0.0
hsa-mir-4662a,0.0
hsa-mir-6129,0.0
hsa-mir-3190,0.0
hsa-mir-4762,0.0
hsa-mir-1238,0.0
hsa-mir-576,0.0
hsa-mir-153-2,0.0
hsa-mir-1271,0.0
hsa-mir-5685,0.0
hsa-mir-411,0.0
hsa-mir-3127,0.0
hsa-mir-3146,0.0
hsa-mir-7974,0.0
hsa-mir-6837,0.0
hsa-mir-6842,0.0
hsa-let-7b,0.0
hsa-mir-1-2,0.0
hsa-mir-99b,0.0
hsa-mir-363,0.0
hsa-mir-6860,0.0
hsa-mir-655,0.0
hsa-let-7e,0.0
hsa-mir-4680,0.0
hsa-mir-650,0.0
hsa-mir-6501,0.0
hsa-mir-4659b,0.0
hsa-mir-550a-2,0.0
hsa-mir-548o-2,0.0
hsa-mir-551b,0.0
hsa-mir-92b,0.0
hsa-mir-664b,0.0
hsa-mir-152,0.0
hsa-mir-582,0.0
hsa-mir-500b,0.0
hsa-mir-579,0.0
hsa-mir-5090,0.0
hsa-mir-148b,0.0
hsa-mir-6748,0.0
hsa-mir-219b,0.0
hsa-mir-509-1,0.0
hsa-mir-204,0.0
hsa-mir-760,0.0
hsa-mir-4737,0.0
hsa-mir-527,0.0
hsa-mir-5571,0.0
hsa-mir-647,0.0
hsa-mir-6511b-1,0.0
hsa-mir-1265,0.0
hsa-mir-3929,0.0
hsa-mir-541,0.0
hsa-mir-4746,0.0
hsa-mir-876,0.0
hsa-mir-1291,0.0
hsa-mir-1283-2,0.0
hsa-mir-5687,0.0
hsa-mir-4780,0.0
hsa-mir-1307,0.0
hsa-mir-3131,0.0
hsa-mir-3910-1,0.0
hsa-mir-4763,0.0
hsa-mir-4743,0.0
hsa-mir-224,0.0
hsa-mir-1260b,0.0
hsa-mir-19b-1,0.0
hsa-mir-505,0.0
hsa-mir-4783,0.0
hsa-mir-519a-2,0.0
hsa-mir-520d,0.0
hsa-mir-5693,0.0
hsa-mir-181a-1,0.0
hsa-mir-5699,0.0
hsa-mir-1303,0.0
hsa-mir-142,0.0
hsa-mir-556,0.0
hsa-mir-181d,0.0
hsa-mir-518a-2,0.0
hsa-mir-1912,0.0
hsa-mir-199a-2,0.0
hsa-mir-200b,0.0
hsa-mir-483,0.0
hsa-mir-4785,0.0
hsa-mir-31,0.0
hsa-mir-181a-2,0.0
hsa-mir-596,0.0
hsa-mir-4460,0.0
hsa-mir-448,0.0
hsa-mir-218-2,0.0
hsa-mir-193b,0.0
hsa-mir-30c-1,0.0
hsa-mir-25,0.0
hsa-mir-6831,0.0
hsa-mir-5680,0.0
hsa-mir-132,0.0
hsa-mir-6084,0.0
hsa-mir-106a,0.0
hsa-mir-93,0.0
hsa-mir-525,0.0
hsa-mir-8072,0.0
hsa-mir-8079,0.0
hsa-mir-520a,0.0
hsa-mir-146a,0.0
hsa-mir-301a,0.0
hsa-mir-30c-2,0.0
hsa-mir-7702,0.0
hsa-mir-26b,0.0
hsa-mir-205,0.0
hsa-mir-615,0.0
hsa-mir-378d-1,0.0
hsa-mir-211,0.0
hsa-mir-374c,0.0
hsa-mir-324,0.0
hsa-mir-320b-2,0.0
hsa-mir-370,0.0
hsa-mir-4711,0.0
hsa-mir-548v,0.0
hsa-mir-5579,0.0
hsa-mir-545,0.0
hsa-mir-369,0.0
hsa-mir-214,0.0
hsa-mir-216a,0.0
hsa-mir-3934,0.0
hsa-mir-3928,0.0
hsa-mir-4433b,0.0
hsa-mir-6731,0.0
hsa-mir-4766,0.0
hsa-mir-671,0.0
hsa-mir-769,0.0
hsa-mir-374b,0.0
hsa-mir-3909,0.0
hsa-mir-382,0.0
hsa-mir-3911,0.0
hsa-mir-6796,0.0
hsa-mir-3130-2,0.0
hsa-mir-4742,0.0
hsa-mir-7151,0.0
hsa-mir-4470,0.0
hsa-mir-1294,0.0
hsa-mir-4423,0.0
hsa-mir-302b,0.0
hsa-mir-6819,0.0
hsa-mir-4774,0.0
hsa-mir-6803,0.0
hsa-mir-6125,0.0
hsa-mir-34a,0.0
hsa-mir-4654,0.0
hsa-mir-3609,0.0
hsa-mir-548u,0.0
hsa-mir-4637,0.0
hsa-mir-548w,0.0
hsa-mir-3195,0.0
hsa-mir-656,0.0
hsa-mir-520f,0.0
hsa-mir-761,0.0
hsa-mir-3681,0.0
hsa-mir-6807,0.0
hsa-mir-3914-1,0.0
hsa-mir-4999,0.0
hsa-mir-6884,0.0
hsa-mir-3173,0.0
hsa-mir-6814,0.0
hsa-mir-378d-2,0.0
hsa-mir-499a,0.0
hsa-mir-586,0.0
hsa-mir-6769a,0.0
hsa-mir-4284,0.0
hsa-mir-524,0.0
hsa-mir-577,0.0
hsa-mir-3938,0.0
hsa-mir-3920,0.0
hsa-mir-6755,0.0
hsa-mir-6829,0.0
hsa-mir-7853,0.0
hsa-mir-6786,0.0
hsa-mir-4768,0.0
hsa-mir-4721,0.0
hsa-mir-4727,0.0
hsa-mir-4720,0.0
hsa-mir-2278,0.0
hsa-mir-1915,0.0
hsa-mir-3921,0.0
hsa-mir-4757,0.0
hsa-mir-3680-1,0.0
hsa-mir-7-3,0.0
hsa-mir-6805,0.0
hsa-mir-6874,0.0
hsa-mir-514a-2,0.0
hsa-mir-5580,0.0
hsa-mir-6750,0.0
hsa-mir-518d,0.0
hsa-mir-520h,0.0
hsa-mir-4420,0.0
hsa-mir-6762,0.0
hsa-mir-4478,0.0
hsa-mir-1254-1,0.0
hsa-mir-3621,0.0
hsa-mir-329-1,0.0
hsa-mir-203b,0.0
hsa-mir-3622b,0.0
hsa-mir-3659,0.0
hsa-mir-1298,0.0
hsa-mir-520e,0.0
hsa-mir-512-1,0.0
hsa-mir-4434,0.0
hsa-mir-3942,0.0
hsa-mir-4767,0.0
hsa-mir-3610,0.0
hsa-mir-489,0.0
hsa-mir-2116,0.0
hsa-mir-28,0.0
hsa-mir-496,0.0
hsa-mir-5684,0.0
hsa-mir-4426,0.0
hsa-mir-1302-3,0.0
hsa-mir-4666a,0.0
hsa-mir-129-2,0.0
hsa-mir-373,0.0
hsa-mir-4451,0.0
hsa-mir-6735,0.0
hsa-mir-4259,0.0
hsa-mir-6754,0.0
hsa-mir-135a-2,0.0
hsa-mir-133a-1,0.0
hsa-mir-5692c-1,0.0
hsa-mir-3664,0.0
hsa-mir-3201,0.0
hsa-mir-6810,0.0
hsa-mir-6809,0.0
hsa-mir-376a-2,0.0
hsa-mir-328,0.0
hsa-mir-4726,0.0
hsa-mir-1270,0.0
hsa-mir-4443,0.0
hsa-mir-1226,0.0
hsa-mir-3656,0.0
hsa-mir-4647,0.0
hsa-mir-6737,0.0
hsa-mir-516a-1,0.0
hsa-mir-6768,0.0
hsa-mir-602,0.0
hsa-mir-3926-1,0.0
hsa-mir-1184-1,0.0
hsa-mir-1-1,0.0
hsa-mir-551a,0.0
hsa-mir-548t,0.0
hsa-mir-676,0.0
hsa-mir-1185-1,0.0
hsa-mir-6512,0.0
hsa-mir-6845,0.0
hsa-mir-154,0.0
hsa-mir-4525,0.0
hsa-mir-665,0.0
hsa-mir-3672,0.0
hsa-mir-3655,0.0
hsa-mir-4665,0.0
hsa-mir-320c-1,0.0
hsa-mir-4687,0.0
hsa-mir-4679-1,0.0
hsa-mir-105-2,0.0
hsa-mir-503,0.0
hsa-mir-7156,0.0
hsa-mir-3914-2,0.0
hsa-mir-23c,0.0
hsa-mir-24-1,0.0
hsa-mir-4758,0.0
hsa-mir-6502,0.0
hsa-mir-4663,0.0
hsa-mir-320c-2,0.0
hsa-mir-6894,0.0
hsa-mir-3191,0.0
hsa-mir-3194,0.0
hsa-mir-4515,0.0
hsa-mir-4649,0.0
hsa-mir-3155a,0.0
hsa-mir-449c,0.0
hsa-mir-4650-1,0.0
hsa-mir-3160-2,0.0
